Tiempo(s),Valor_ADC
0.0028,1613
0.0056,1628
0.0083,1631
0.0111,1620
0.0139,1613
0.0167,1600
0.0194,1604
0.0222,1596
0.0250,1601
0.0278,1596
0.0306,1609
0.0333,1626
0.0361,1628
0.0389,1635
0.0417,1637
0.0444,1641
0.0472,1635
0.0500,1596
0.0528,1567
0.0556,1534
0.0583,1499
0.0611,1490
0.0639,1495
0.0667,1527
0.0694,1591
0.0722,1638
0.0750,1703
0.0778,1829
0.0806,2030
0.0833,2294
0.0861,2610
0.0889,2889
0.0917,3048
0.0944,3017
0.0972,2824
0.1000,2594
0.1028,2373
0.1056,2186
0.1083,2052
0.1111,1981
0.1139,1948
0.1167,1894
0.1194,1831
0.1222,1761
0.1250,1699
0.1278,1644
0.1306,1619
0.1333,1595
0.1361,1595
0.1389,1580
0.1417,1550
0.1444,1515
0.1472,1478
0.1500,1473
0.1528,1489
0.1556,1514
0.1583,1551
0.1611,1592
0.1639,1604
0.1667,1591
0.1694,1585
0.1722,1557
0.1750,1548
0.1778,1551
0.1806,1561
0.1833,1583
0.1861,1593
0.1889,1590
0.1917,1591
0.1944,1594
0.1972,1607
0.2000,1630
0.2028,1657
0.2056,1667
0.2083,1672
0.2111,1665
0.2139,1667
0.2167,1698
0.2194,1718
0.2222,1715
0.2250,1702
0.2278,1702
0.2306,1706
0.2333,1729
0.2361,1754
0.2389,1772
0.2417,1780
0.2444,1772
0.2472,1770
0.2500,1759
0.2528,1745
0.2556,1761
0.2583,1764
0.2611,1774
0.2639,1766
0.2667,1764
0.2694,1743
0.2722,1732
0.2750,1730
0.2778,1728
0.2806,1737
0.2833,1729
0.2861,1724
0.2889,1717
0.2917,1700
0.2944,1695
0.2972,1694
0.3000,1708
0.3028,1712
0.3056,1709
0.3083,1692
0.3111,1666
0.3139,1671
0.3167,1673
0.3194,1678
0.3222,1695
0.3250,1695
0.3278,1695
0.3306,1693
0.3333,1695
0.3361,1695
0.3389,1694
0.3417,1694
0.3444,1693
0.3472,1711
0.3500,1738
0.3528,1739
0.3556,1740
0.3583,1726
0.3611,1714
0.3639,1700
0.3667,1697
0.3694,1682
0.3722,1680
0.3750,1687
0.3778,1707
0.3806,1730
0.3833,1742
0.3861,1748
0.3889,1751
0.3917,1761
0.3944,1785
0.3972,1790
0.4000,1809
0.4028,1811
0.4056,1813
0.4083,1814
0.4111,1797
0.4139,1807
0.4167,1806
0.4194,1796
0.4222,1796
0.4250,1823
0.4278,1846
0.4306,1865
0.4333,1882
0.4361,1904
0.4389,1894
0.4417,1894
0.4444,1870
0.4472,1842
0.4500,1802
0.4528,1756
0.4556,1722
0.4583,1690
0.4611,1657
0.4639,1638
0.4667,1616
0.4694,1588
0.4722,1560
0.4750,1555
0.4778,1552
0.4806,1551
0.4833,1546
0.4861,1536
0.4889,1517
0.4917,1517
0.4944,1508
0.4972,1511
0.5000,1509
0.5028,1506
0.5056,1488
0.5083,1477
0.5111,1471
0.5139,1450
0.5167,1436
0.5194,1408
0.5222,1375
0.5250,1337
0.5278,1297
0.5306,1306
0.5333,1339
0.5361,1391
0.5389,1466
0.5417,1532
0.5444,1618
0.5472,1772
0.5500,1977
0.5528,2242
0.5556,2508
0.5583,2694
0.5611,2719
0.5639,2543
0.5667,2290
0.5694,2059
0.5722,1856
0.5750,1730
0.5778,1649
0.5806,1637
0.5833,1622
0.5861,1612
0.5889,1571
0.5917,1502
0.5944,1431
0.5972,1373
0.6000,1362
0.6028,1365
0.6056,1370
0.6083,1386
0.6111,1406
0.6139,1418
0.6167,1411
