Tiempo(s),Valor_ADC
0.0028,1657
0.0056,1653
0.0083,1671
0.0111,1681
0.0139,1692
0.0167,1672
0.0194,1669
0.0222,1654
0.0250,1677
0.0278,1688
0.0306,1702
0.0333,1720
0.0361,1701
0.0389,1680
0.0417,1684
0.0444,1700
0.0472,1715
0.0500,1733
0.0528,1741
0.0556,1737
0.0583,1726
0.0611,1733
0.0639,1740
0.0667,1748
0.0694,1764
0.0722,1763
0.0750,1748
0.0778,1726
0.0806,1716
0.0833,1714
0.0861,1722
0.0889,1742
0.0917,1747
0.0944,1743
0.0972,1727
0.1000,1716
0.1028,1712
0.1056,1725
0.1083,1733
0.1111,1762
0.1139,1772
0.1167,1768
0.1194,1763
0.1222,1772
0.1250,1794
0.1278,1821
0.1306,1829
0.1333,1840
0.1361,1823
0.1389,1786
0.1417,1777
0.1444,1747
0.1472,1752
0.1500,1772
0.1528,1785
0.1556,1781
0.1583,1766
0.1611,1759
0.1639,1755
0.1667,1745
0.1694,1741
0.1722,1745
0.1750,1731
0.1778,1736
0.1806,1742
0.1833,1776
0.1861,1788
0.1889,1800
0.1917,1803
0.1944,1782
0.1972,1747
0.2000,1713
0.2028,1689
0.2056,1664
0.2083,1668
0.2111,1677
0.2139,1682
0.2167,1683
0.2194,1672
0.2222,1678
0.2250,1674
0.2278,1677
0.2306,1691
0.2333,1695
0.2361,1678
0.2389,1676
0.2417,1650
0.2444,1627
0.2472,1634
0.2500,1637
0.2528,1659
0.2556,1651
0.2583,1653
0.2611,1651
0.2639,1654
0.2667,1659
0.2694,1687
0.2722,1744
0.2750,1770
0.2778,1779
0.2806,1784
0.2833,1764
0.2861,1745
0.2889,1725
0.2917,1704
0.2944,1698
0.2972,1713
0.3000,1771
0.3028,1911
0.3056,2092
0.3083,2143
0.3111,2038
0.3139,1850
0.3167,1692
0.3194,1612
0.3222,1571
0.3250,1534
0.3278,1519
0.3306,1488
0.3333,1468
0.3361,1473
0.3389,1496
0.3417,1519
0.3444,1544
0.3472,1569
0.3500,1572
0.3528,1596
0.3556,1597
0.3583,1586
0.3611,1575
0.3639,1567
0.3667,1569
0.3694,1573
0.3722,1606
0.3750,1606
0.3778,1612
0.3806,1605
0.3833,1587
0.3861,1582
0.3889,1577
0.3917,1588
0.3944,1595
0.3972,1602
0.4000,1594
0.4028,1591
0.4056,1600
0.4083,1622
0.4111,1642
0.4139,1659
0.4167,1656
0.4194,1631
0.4222,1613
0.4250,1600
0.4278,1611
0.4306,1638
0.4333,1665
0.4361,1670
0.4389,1669
0.4417,1677
0.4444,1665
0.4472,1667
0.4500,1663
0.4528,1675
0.4556,1673
0.4583,1663
0.4611,1666
0.4639,1661
0.4667,1660
0.4694,1678
0.4722,1688
0.4750,1708
0.4778,1707
0.4806,1725
0.4833,1723
0.4861,1732
0.4889,1741
0.4917,1760
0.4944,1760
0.4972,1756
0.5000,1846
0.5028,1861
0.5056,1858
0.5083,1875
0.5111,1888
0.5139,1876
0.5167,1865
0.5194,1844
0.5222,1821
0.5250,1801
0.5278,1802
0.5306,1819
0.5333,1817
0.5361,1823
0.5389,1805
0.5417,1811
0.5444,1798
0.5472,1799
0.5500,1796
0.5528,1800
0.5556,1780
0.5583,1764
0.5611,1749
0.5639,1738
0.5667,1738
0.5694,1737
0.5722,1728
0.5750,1709
0.5778,1692
0.5806,1682
0.5833,1675
0.5861,1661
0.5889,1664
0.5917,1678
0.5944,1660
0.5972,1643
0.6000,1649
0.6028,1653
0.6056,1645
0.6083,1652
0.6111,1663
0.6139,1654
0.6167,1631
0.6194,1622
0.6222,1606
0.6250,1611
0.6278,1615
0.6306,1629
0.6333,1659
0.6361,1656
0.6389,1647
0.6417,1634
0.6444,1626
0.6472,1614
0.6500,1628
0.6528,1639
0.6556,1631
0.6583,1633
0.6611,1642
0.6639,1635
0.6667,1634
0.6694,1642
0.6722,1655
0.6750,1649
0.6778,1654
0.6806,1652
0.6833,1644
0.6861,1650
0.6889,1658
0.6917,1659
0.6944,1656
0.6972,1651
0.7000,1651
0.7028,1654
0.7056,1655
0.7083,1652
0.7111,1663
0.7139,1676
0.7167,1662
0.7194,1658
0.7222,1666
0.7250,1662
0.7278,1676
0.7306,1681
0.7333,1693
0.7361,1686
0.7389,1674
0.7417,1662
0.7444,1659
0.7472,1653
0.7500,1672
0.7528,1668
0.7556,1650
0.7583,1662
0.7611,1664
0.7639,1656
0.7667,1660
0.7694,1679
0.7722,1698
0.7750,1692
0.7778,1698
0.7806,1698
0.7833,1681
0.7861,1687
0.7889,1677
0.7917,1697
0.7944,1690
0.7972,1679
0.8000,1678
0.8028,1668
0.8056,1672
0.8083,1676
0.8111,1687
0.8139,1684
0.8167,1676
0.8194,1676
0.8222,1669
0.8250,1673
0.8278,1666
0.8306,1672
0.8333,1685
0.8361,1689
0.8389,1703
0.8417,1720
0.8444,1717
0.8472,1706
0.8500,1693
0.8528,1683
0.8556,1677
0.8583,1661
0.8611,1679
0.8639,1689
0.8667,1702
0.8694,1698
0.8722,1721
0.8750,1719
0.8778,1706
0.8806,1709
0.8833,1694
0.8861,1672
0.8889,1666
0.8917,1669
0.8944,1672
0.8972,1672
0.9000,1680
0.9028,1686
0.9056,1687
0.9083,1690
0.9111,1699
0.9139,1697
0.9167,1678
0.9194,1675
0.9222,1680
0.9250,1685
0.9278,1699
0.9306,1716
0.9333,1746
0.9361,1764
0.9389,1783
0.9417,1790
0.9444,1795
0.9472,1781
0.9500,1755
0.9528,1721
0.9556,1691
0.9583,1693
0.9611,1706
0.9639,1716
0.9667,1739
0.9694,1768
0.9722,1781
0.9750,1767
0.9778,1728
0.9806,1701
0.9833,1679
0.9861,1663
0.9889,1676
0.9917,1692
0.9944,1706
0.9972,1711
1.0000,1720
1.0028,1710
1.0056,1702
1.0083,1701
1.0111,1688
1.0139,1651
1.0167,1629
1.0194,1623
1.0222,1624
1.0250,1633
1.0278,1615
1.0306,1636
1.0333,1660
1.0361,1665
1.0389,1684
1.0417,1689
1.0444,1667
1.0472,1651
1.0500,1640
1.0528,1646
1.0556,1651
1.0583,1659
1.0611,1669
1.0639,1677
1.0667,1694
1.0694,1699
1.0722,1704
1.0750,1701
1.0778,1702
1.0806,1727
1.0833,1752
1.0861,1792
1.0889,1802
1.0917,1817
1.0944,1795
1.0972,1766
1.1000,1743
1.1028,1734
1.1056,1705
1.1083,1718
1.1111,1797
1.1139,1965
1.1167,2154
1.1194,2197
1.1222,2089
1.1250,1944
1.1278,1826
1.1306,1779
1.1333,1729
1.1361,1698
1.1389,1655
1.1417,1608
1.1444,1545
1.1472,1492
1.1500,1491
1.1528,1533
1.1556,1578
1.1583,1615
1.1611,1648
1.1639,1679
1.1667,1703
1.1694,1705
1.1722,1697
1.1750,1688
1.1778,1662
1.1806,1679
1.1833,1697
1.1861,1714
1.1889,1706
1.1917,1691
1.1944,1674
1.1972,1657
1.2000,1671
1.2028,1697
1.2056,1714
1.2083,1720
1.2111,1700
1.2139,1692
1.2167,1685
1.2194,1683
1.2222,1699
1.2250,1732
1.2278,1739
1.2306,1740
1.2333,1733
1.2361,1732
1.2389,1728
1.2417,1744
1.2444,1740
1.2472,1724
1.2500,1718
1.2528,1713
1.2556,1716
1.2583,1719
1.2611,1732
1.2639,1750
1.2667,1757
1.2694,1753
1.2722,1752
1.2750,1746
1.2778,1745
1.2806,1739
1.2833,1745
1.2861,1756
1.2889,1753
1.2917,1762
1.2944,1754
1.2972,1752
1.3000,1749
1.3028,1763
1.3056,1763
1.3083,1779
1.3111,1872
1.3139,1850
1.3167,1852
1.3194,1872
1.3222,1888
1.3250,1901
1.3278,1911
1.3306,1909
1.3333,1894
1.3361,1866
1.3389,1864
1.3417,1865
1.3444,1885
1.3472,1907
1.3500,1912
1.3528,1887
1.3556,1863
1.3583,1851
1.3611,1849
1.3639,1851
1.3667,1826
1.3694,1818
1.3722,1806
1.3750,1779
1.3778,1777
1.3806,1771
1.3833,1776
1.3861,1776
1.3889,1780
1.3917,1762
1.3944,1747
1.3972,1733
1.4000,1729
1.4028,1701
1.4056,1691
1.4083,1680
1.4111,1674
1.4139,1664
1.4167,1645
1.4194,1626
1.4222,1616
1.4250,1621
1.4278,1629
1.4306,1630
1.4333,1619
1.4361,1617
1.4389,1611
1.4417,1605
1.4444,1614
1.4472,1637
1.4500,1644
1.4528,1643
1.4556,1638
1.4583,1622
1.4611,1610
1.4639,1602
1.4667,1615
1.4694,1601
1.4722,1601
1.4750,1594
1.4778,1580
1.4806,1595
1.4833,1626
1.4861,1629
1.4889,1624
1.4917,1617
1.4944,1604
1.4972,1610
1.5000,1626
1.5028,1643
1.5056,1641
1.5083,1644
1.5111,1630
1.5139,1612
1.5167,1600
1.5194,1594
1.5222,1594
1.5250,1619
1.5278,1630
1.5306,1652
1.5333,1643
1.5361,1625
1.5389,1612
1.5417,1601
1.5444,1608
1.5472,1616
1.5500,1639
1.5528,1633
1.5556,1632
1.5583,1629
1.5611,1629
1.5639,1610
1.5667,1594
1.5694,1595
1.5722,1598
1.5750,1595
1.5778,1600
1.5806,1628
1.5833,1627
1.5861,1618
1.5889,1599
1.5917,1598
1.5944,1583
1.5972,1585
1.6000,1611
1.6028,1602
1.6056,1606
1.6083,1587
1.6111,1592
1.6139,1596
1.6167,1594
1.6194,1598
1.6222,1604
1.6250,1613
1.6278,1633
1.6306,1627
1.6333,1618
1.6361,1602
1.6389,1598
1.6417,1606
1.6444,1593
1.6472,1600
1.6500,1607
1.6528,1611
1.6556,1593
1.6583,1611
1.6611,1601
1.6639,1607
1.6667,1617
1.6694,1625
1.6722,1630
1.6750,1614
1.6778,1606
1.6806,1609
1.6833,1611
