Tiempo(s),Valor_ADC
0.0028,1574
0.0056,1580
0.0083,1557
0.0111,1533
0.0139,1524
0.0167,1541
0.0194,1564
0.0222,1580
0.0250,1582
0.0278,1561
0.0306,1537
0.0333,1538
0.0361,1547
0.0389,1564
0.0417,1585
0.0444,1581
0.0472,1573
0.0500,1555
0.0528,1546
0.0556,1543
0.0583,1566
0.0611,1588
0.0639,1604
0.0667,1598
0.0694,1596
0.0722,1571
0.0750,1565
0.0778,1578
0.0806,1598
0.0833,1619
0.0861,1615
0.0889,1610
0.0917,1595
0.0944,1589
0.0972,1590
0.1000,1609
0.1028,1623
0.1056,1630
0.1083,1632
0.1111,1620
0.1139,1616
0.1167,1633
0.1194,1650
0.1222,1672
0.1250,1687
0.1278,1680
0.1306,1667
0.1333,1665
0.1361,1671
0.1389,1673
0.1417,1686
0.1444,1680
0.1472,1674
0.1500,1658
0.1528,1659
0.1556,1651
0.1583,1652
0.1611,1646
0.1639,1658
0.1667,1645
0.1694,1630
0.1722,1625
0.1750,1614
0.1778,1627
0.1806,1624
0.1833,1629
0.1861,1630
0.1889,1612
0.1917,1605
0.1944,1596
0.1972,1604
0.2000,1624
0.2028,1627
0.2056,1631
0.2083,1620
0.2111,1603
0.2139,1606
0.2167,1613
0.2194,1633
0.2222,1636
0.2250,1643
0.2278,1628
0.2306,1619
0.2333,1609
0.2361,1609
0.2389,1622
0.2417,1634
0.2444,1645
0.2472,1649
0.2500,1648
0.2528,1650
0.2556,1662
0.2583,1681
0.2611,1691
0.2639,1699
0.2667,1706
0.2694,1715
0.2722,1729
0.2750,1738
0.2778,1759
0.2806,1770
0.2833,1767
0.2861,1769
0.2889,1762
0.2917,1753
0.2944,1751
0.2972,1751
0.3000,1754
0.3028,1751
0.3056,1735
0.3083,1690
0.3111,1651
0.3139,1602
0.3167,1580
0.3194,1565
0.3222,1540
0.3250,1522
0.3278,1515
0.3306,1508
0.3333,1514
0.3361,1513
0.3389,1514
0.3417,1511
0.3444,1505
0.3472,1488
0.3500,1477
0.3528,1469
0.3556,1464
0.3583,1474
0.3611,1483
0.3639,1480
0.3667,1482
0.3694,1484
0.3722,1491
0.3750,1495
0.3778,1510
0.3806,1515
0.3833,1504
0.3861,1499
0.3889,1489
0.3917,1453
0.3944,1405
0.3972,1368
0.4000,1355
0.4028,1369
0.4056,1418
0.4083,1507
0.4111,1657
0.4139,1888
0.4167,2195
0.4194,2548
0.4222,2887
0.4250,3114
0.4278,3041
0.4306,2720
0.4333,2364
0.4361,2082
0.4389,1892
0.4417,1772
0.4444,1670
0.4472,1570
0.4500,1474
0.4528,1430
0.4556,1397
0.4583,1393
0.4611,1389
0.4639,1407
0.4667,1439
0.4694,1469
0.4722,1503
0.4750,1513
0.4778,1523
0.4806,1521
0.4833,1508
0.4861,1504
0.4889,1505
0.4917,1522
0.4944,1543
0.4972,1545
0.5000,1547
0.5028,1527
0.5056,1529
0.5083,1531
0.5111,1536
0.5139,1562
0.5167,1571
0.5194,1573
0.5222,1555
0.5250,1539
0.5278,1549
0.5306,1559
0.5333,1570
0.5361,1587
0.5389,1591
0.5417,1585
0.5444,1583
0.5472,1586
0.5500,1594
0.5528,1605
0.5556,1622
0.5583,1629
0.5611,1614
0.5639,1612
0.5667,1620
0.5694,1623
0.5722,1633
0.5750,1637
0.5778,1635
0.5806,1647
0.5833,1652
0.5861,1657
0.5889,1670
0.5917,1685
0.5944,1700
0.5972,1697
0.6000,1698
0.6028,1708
0.6056,1704
0.6083,1700
0.6111,1700
0.6139,1721
0.6167,1717
0.6194,1707
0.6222,1686
0.6250,1669
0.6278,1656
0.6306,1662
0.6333,1666
0.6361,1685
0.6389,1671
0.6417,1657
0.6444,1649
0.6472,1638
0.6500,1635
0.6528,1637
0.6556,1642
0.6583,1635
0.6611,1640
0.6639,1634
0.6667,1635
0.6694,1637
0.6722,1646
0.6750,1650
0.6778,1644
0.6806,1630
0.6833,1620
0.6861,1606
0.6889,1610
0.6917,1619
0.6944,1620
0.6972,1635
0.7000,1630
0.7028,1628
0.7056,1619
0.7083,1612
0.7111,1606
0.7139,1616
0.7167,1625
0.7194,1616
0.7222,1611
0.7250,1614
0.7278,1617
0.7306,1641
0.7333,1651
0.7361,1672
0.7389,1685
0.7417,1683
0.7444,1683
0.7472,1679
0.7500,1698
