Tiempo(s),Valor_ADC
0.0028,1551
0.0056,1578
0.0083,1615
0.0111,1627
0.0139,1639
0.0167,1647
0.0194,1646
0.0222,1655
0.0250,1651
0.0278,1647
0.0306,1652
0.0333,1649
0.0361,1660
0.0389,1678
0.0417,1686
0.0444,1708
0.0472,1713
0.0500,1708
0.0528,1700
0.0556,1683
0.0583,1659
0.0611,1613
0.0639,1590
0.0667,1579
0.0694,1562
0.0722,1558
0.0750,1538
0.0778,1507
0.0806,1476
0.0833,1473
0.0861,1453
0.0889,1444
0.0917,1452
0.0944,1445
0.0972,1459
0.1000,1466
0.1028,1483
0.1056,1485
0.1083,1475
0.1111,1471
0.1139,1466
0.1167,1478
0.1194,1492
0.1222,1523
0.1250,1508
0.1278,1498
0.1306,1480
0.1333,1493
0.1361,1493
0.1389,1502
0.1417,1518
0.1444,1518
0.1472,1518
0.1500,1503
0.1528,1472
0.1556,1444
0.1583,1446
0.1611,1468
0.1639,1508
0.1667,1582
0.1694,1694
0.1722,1835
0.1750,1995
0.1778,2218
0.1806,2491
0.1833,2781
0.1861,2938
0.1889,2943
0.1917,2826
0.1944,2569
0.1972,2219
0.2000,1779
0.2028,1352
0.2056,1031
0.2083,850
0.2111,758
0.2139,720
0.2167,746
0.2194,821
0.2222,949
0.2250,1088
0.2278,1244
0.2306,1382
0.2333,1486
0.2361,1557
0.2389,1589
0.2417,1604
0.2444,1606
0.2472,1598
0.2500,1598
0.2528,1591
0.2556,1623
0.2583,1638
0.2611,1653
0.2639,1656
0.2667,1644
0.2694,1636
0.2722,1640
0.2750,1658
0.2778,1670
0.2806,1685
0.2833,1688
0.2861,1691
0.2889,1680
0.2917,1683
0.2944,1696
0.2972,1712
0.3000,1707
0.3028,1719
0.3056,1716
0.3083,1698
0.3111,1701
0.3139,1709
0.3167,1710
0.3194,1704
0.3222,1713
0.3250,1713
0.3278,1725
0.3306,1736
0.3333,1736
0.3361,1744
0.3389,1751
0.3417,1746
0.3444,1742
0.3472,1733
0.3500,1730
0.3528,1748
0.3556,1768
0.3583,1776
0.3611,1783
0.3639,1777
0.3667,1771
0.3694,1765
0.3722,1769
0.3750,1777
0.3778,1785
0.3806,1794
0.3833,1804
0.3861,1811
0.3889,1793
0.3917,1775
0.3944,1777
0.3972,1778
0.4000,1770
0.4028,1747
0.4056,1756
0.4083,1749
0.4111,1769
0.4139,1779
0.4167,1797
0.4194,1784
0.4222,1774
0.4250,1789
0.4278,1793
0.4306,1786
0.4333,1798
0.4361,1798
0.4389,1789
0.4417,1749
0.4444,1726
0.4472,1716
0.4500,1721
0.4528,1735
0.4556,1718
0.4583,1694
0.4611,1687
0.4639,1661
0.4667,1670
0.4694,1661
0.4722,1660
0.4750,1671
0.4778,1674
0.4806,1660
0.4833,1647
0.4861,1632
0.4889,1625
0.4917,1626
0.4944,1644
0.4972,1640
0.5000,1636
0.5028,1632
0.5056,1632
0.5083,1639
0.5111,1633
0.5139,1637
0.5167,1657
0.5194,1655
0.5222,1650
0.5250,1626
0.5278,1617
0.5306,1619
0.5333,1642
0.5361,1648
0.5389,1642
0.5417,1636
0.5444,1613
0.5472,1625
0.5500,1619
0.5528,1624
0.5556,1633
0.5583,1641
0.5611,1637
0.5639,1611
0.5667,1603
0.5694,1602
0.5722,1601
0.5750,1615
0.5778,1620
0.5806,1607
0.5833,1605
0.5861,1606
0.5889,1620
0.5917,1629
0.5944,1630
0.5972,1629
0.6000,1612
0.6028,1604
0.6056,1619
0.6083,1612
0.6111,1612
0.6139,1633
0.6167,1619
0.6194,1602
0.6222,1604
0.6250,1598
0.6278,1598
0.6306,1610
0.6333,1611
0.6361,1622
0.6389,1602
0.6417,1588
0.6444,1611
0.6472,1597
0.6500,1590
0.6528,1586
