Tiempo(s),Valor_ADC
0.0028,1613
0.0056,1567
0.0083,1524
0.0111,1513
0.0139,1529
0.0167,1573
0.0194,1622
0.0222,1692
0.0250,1802
0.0278,2018
0.0306,2287
0.0333,2584
0.0361,2847
0.0389,2961
0.0417,2862
0.0444,2579
0.0472,2281
0.0500,2040
0.0528,1902
0.0556,1842
0.0583,1831
0.0611,1830
0.0639,1800
0.0667,1760
0.0694,1714
0.0722,1672
0.0750,1645
0.0778,1629
0.0806,1627
0.0833,1624
0.0861,1646
0.0889,1637
0.0917,1635
0.0944,1625
0.0972,1626
0.1000,1628
0.1028,1621
0.1056,1671
0.1083,1722
0.1111,1749
0.1139,1702
0.1167,1649
0.1194,1618
0.1222,1623
0.1250,1650
0.1278,1659
0.1306,1641
0.1333,1611
0.1361,1595
0.1389,1636
0.1417,1666
0.1444,1699
0.1472,1721
0.1500,1710
0.1528,1686
0.1556,1661
0.1583,1642
0.1611,1658
0.1639,1661
0.1667,1671
0.1694,1681
0.1722,1670
0.1750,1684
0.1778,1702
0.1806,1709
0.1833,1718
0.1861,1710
0.1889,1709
0.1917,1712
0.1944,1696
0.1972,1704
0.2000,1748
0.2028,1778
0.2056,1774
0.2083,1754
0.2111,1726
0.2139,1720
0.2167,1718
0.2194,1750
0.2222,1784
0.2250,1827
0.2278,1762
0.2306,1754
0.2333,1728
0.2361,1708
0.2389,1698
0.2417,1715
0.2444,1757
0.2472,1792
0.2500,1809
0.2528,1784
0.2556,1723
0.2583,1682
0.2611,1649
0.2639,1644
0.2667,1661
0.2694,1680
0.2722,1681
0.2750,1673
0.2778,1671
0.2806,1659
0.2833,1665
0.2861,1669
0.2889,1681
0.2917,1692
0.2944,1679
0.2972,1694
0.3000,1698
0.3028,1711
0.3056,1735
0.3083,1750
0.3111,1770
0.3139,1750
0.3167,1718
0.3194,1681
0.3222,1653
0.3250,1655
0.3278,1659
0.3306,1667
0.3333,1658
0.3361,1647
0.3389,1636
0.3417,1630
0.3444,1649
0.3472,1659
0.3500,1650
0.3528,1652
0.3556,1662
0.3583,1698
0.3611,1729
0.3639,1753
0.3667,1773
0.3694,1773
0.3722,1735
0.3750,1690
0.3778,1674
0.3806,1682
0.3833,1693
0.3861,1716
0.3889,1729
0.3917,1730
0.3944,1703
0.3972,1694
0.4000,1696
0.4028,1706
0.4056,1687
0.4083,1665
0.4111,1653
0.4139,1638
0.4167,1640
0.4194,1661
0.4222,1688
0.4250,1714
0.4278,1726
0.4306,1712
0.4333,1694
0.4361,1680
0.4389,1661
0.4417,1647
0.4444,1651
0.4472,1681
0.4500,1690
0.4528,1707
0.4556,1720
0.4583,1745
0.4611,1774
0.4639,1775
0.4667,1786
0.4694,1765
0.4722,1732
0.4750,1710
0.4778,1734
0.4806,1772
0.4833,1804
0.4861,1808
0.4889,1804
0.4917,1797
0.4944,1792
0.4972,1783
0.5000,1747
0.5028,1678
0.5056,1639
0.5083,1614
0.5111,1602
0.5139,1611
0.5167,1623
0.5194,1637
0.5222,1642
0.5250,1635
0.5278,1628
0.5306,1620
0.5333,1598
0.5361,1608
0.5389,1631
0.5417,1632
0.5444,1627
0.5472,1640
0.5500,1640
0.5528,1636
0.5556,1624
0.5583,1606
0.5611,1600
0.5639,1589
0.5667,1608
0.5694,1646
0.5722,1674
0.5750,1662
0.5778,1618
0.5806,1570
0.5833,1516
0.5861,1488
0.5889,1466
0.5917,1463
0.5944,1460
0.5972,1495
0.6000,1535
0.6028,1642
0.6056,1787
0.6083,2028
0.6111,2326
0.6139,2620
0.6167,2835
0.6194,2852
0.6222,2672
0.6250,2373
0.6278,2118
0.6306,1961
0.6333,1858
0.6361,1812
0.6389,1790
0.6417,1779
0.6444,1767
0.6472,1744
0.6500,1668
0.6528,1596
0.6556,1556
0.6583,1546
0.6611,1555
0.6639,1573
0.6667,1597
0.6694,1596
0.6722,1575
0.6750,1540
0.6778,1523
0.6806,1537
0.6833,1558
0.6861,1590
0.6889,1616
0.6917,1607
0.6944,1578
0.6972,1574
0.7000,1575
0.7028,1599
0.7056,1616
0.7083,1625
0.7111,1605
0.7139,1594
0.7167,1597
0.7194,1602
0.7222,1605
0.7250,1612
0.7278,1616
0.7306,1599
0.7333,1578
0.7361,1551
0.7389,1564
0.7417,1596
0.7444,1633
0.7472,1668
0.7500,1664
0.7528,1654
0.7556,1642
0.7583,1631
0.7611,1639
0.7639,1655
0.7667,1676
0.7694,1685
0.7722,1680
0.7750,1658
0.7778,1670
0.7806,1677
0.7833,1685
0.7861,1695
0.7889,1720
0.7917,1715
0.7944,1698
0.7972,1697
0.8000,1684
0.8028,1680
0.8056,1671
0.8083,1681
0.8111,1681
0.8139,1693
0.8167,1702
0.8194,1714
0.8222,1709
0.8250,1718
0.8278,1707
0.8306,1701
0.8333,1676
0.8361,1655
0.8389,1638
0.8417,1629
0.8444,1632
0.8472,1629
0.8500,1606
0.8528,1587
0.8556,1590
0.8583,1591
0.8611,1606
0.8639,1627
0.8667,1647
0.8694,1663
0.8722,1670
0.8750,1668
0.8778,1661
0.8806,1650
0.8833,1649
0.8861,1654
0.8889,1669
0.8917,1667
0.8944,1668
0.8972,1652
0.9000,1649
0.9028,1668
0.9056,1687
0.9083,1717
0.9111,1738
0.9139,1722
0.9167,1703
0.9194,1679
0.9222,1659
0.9250,1633
0.9278,1618
0.9306,1596
0.9333,1589
0.9361,1585
0.9389,1605
0.9417,1630
0.9444,1640
0.9472,1653
0.9500,1669
0.9528,1660
0.9556,1646
0.9583,1634
0.9611,1639
0.9639,1637
0.9667,1644
0.9694,1660
0.9722,1657
0.9750,1669
0.9778,1674
0.9806,1674
0.9833,1680
0.9861,1680
0.9889,1678
0.9917,1664
0.9944,1649
0.9972,1634
1.0000,1619
1.0028,1612
1.0056,1628
1.0083,1643
1.0111,1674
1.0139,1703
1.0167,1718
1.0194,1732
1.0222,1744
1.0250,1752
1.0278,1748
1.0306,1724
1.0333,1701
1.0361,1704
1.0389,1707
1.0417,1720
1.0444,1743
1.0472,1789
1.0500,1817
1.0528,1842
1.0556,1845
1.0583,1834
1.0611,1805
1.0639,1783
1.0667,1769
1.0694,1754
1.0722,1721
1.0750,1690
1.0778,1682
1.0806,1677
1.0833,1670
1.0861,1665
1.0889,1671
1.0917,1659
1.0944,1645
1.0972,1640
1.1000,1643
1.1028,1642
1.1056,1637
1.1083,1639
1.1111,1627
1.1139,1629
1.1167,1627
1.1194,1627
1.1222,1628
1.1250,1629
1.1278,1633
1.1306,1629
1.1333,1641
1.1361,1637
1.1389,1632
1.1417,1638
1.1444,1635
1.1472,1648
1.1500,1646
1.1528,1637
1.1556,1615
1.1583,1568
1.1611,1542
1.1639,1547
1.1667,1607
1.1694,1658
1.1722,1704
1.1750,1793
1.1778,1952
1.1806,2215
1.1833,2519
1.1861,2769
1.1889,2852
1.1917,2715
1.1944,2474
1.1972,2232
1.2000,2057
1.2028,1946
1.2056,1889
1.2083,1875
1.2111,1878
1.2139,1872
1.2167,1843
1.2194,1788
1.2222,1715
1.2250,1663
1.2278,1634
1.2306,1634
1.2333,1639
1.2361,1645
1.2389,1665
1.2417,1655
1.2444,1660
1.2472,1657
1.2500,1654
1.2528,1653
1.2556,1667
1.2583,1654
1.2611,1635
1.2639,1617
1.2667,1630
1.2694,1638
1.2722,1656
1.2750,1685
1.2778,1702
1.2806,1706
1.2833,1707
1.2861,1685
1.2889,1671
1.2917,1661
1.2944,1679
1.2972,1705
1.3000,1721
1.3028,1720
1.3056,1714
1.3083,1715
1.3111,1701
1.3139,1698
1.3167,1707
1.3194,1724
1.3222,1718
1.3250,1710
1.3278,1712
1.3306,1715
1.3333,1716
1.3361,1725
1.3389,1757
1.3417,1756
1.3444,1755
1.3472,1738
1.3500,1730
1.3528,1720
1.3556,1738
1.3583,1754
1.3611,1742
1.3639,1749
1.3667,1762
1.3694,1778
1.3722,1792
1.3750,1791
1.3778,1764
1.3806,1779
1.3833,1787
1.3861,1798
1.3889,1782
1.3917,1750
1.3944,1735
1.3972,1745
1.4000,1763
1.4028,1775
1.4056,1787
1.4083,1786
1.4111,1773
1.4139,1742
1.4167,1719
1.4194,1722
1.4222,1735
1.4250,1756
1.4278,1761
1.4306,1752
1.4333,1748
1.4361,1754
1.4389,1747
1.4417,1737
1.4444,1735
1.4472,1741
1.4500,1746
1.4528,1766
1.4556,1770
1.4583,1770
1.4611,1759
1.4639,1758
1.4667,1745
1.4694,1732
1.4722,1732
1.4750,1736
1.4778,1736
1.4806,1721
1.4833,1702
1.4861,1695
1.4889,1710
1.4917,1723
1.4944,1742
1.4972,1761
1.5000,1786
1.5028,1787
1.5056,1781
1.5083,1758
1.5111,1735
1.5139,1737
1.5167,1736
1.5194,1731
1.5222,1737
1.5250,1730
1.5278,1732
1.5306,1722
1.5333,1733
1.5361,1739
1.5389,1745
1.5417,1738
1.5444,1737
1.5472,1739
1.5500,1726
1.5528,1725
1.5556,1728
1.5583,1716
1.5611,1716
1.5639,1715
1.5667,1720
1.5694,1710
1.5722,1695
1.5750,1689
1.5778,1686
1.5806,1717
1.5833,1744
1.5861,1772
1.5889,1794
1.5917,1812
1.5944,1820
1.5972,1821
1.6000,1835
1.6028,1832
1.6056,1824
1.6083,1809
1.6111,1802
1.6139,1820
1.6167,1842
1.6194,1844
1.6222,1840
1.6250,1829
1.6278,1823
1.6306,1802
1.6333,1789
1.6361,1770
1.6389,1751
1.6417,1715
1.6444,1707
1.6472,1702
1.6500,1687
1.6528,1664
1.6556,1661
1.6583,1650
1.6611,1633
1.6639,1631
1.6667,1643
1.6694,1642
1.6722,1647
1.6750,1638
1.6778,1643
1.6806,1657
1.6833,1678
1.6861,1695
1.6889,1694
1.6917,1693
1.6944,1685
1.6972,1688
1.7000,1686
1.7028,1679
1.7056,1662
1.7083,1656
1.7111,1646
1.7139,1653
1.7167,1651
1.7194,1627
1.7222,1584
1.7250,1567
1.7278,1571
1.7306,1601
1.7333,1628
1.7361,1674
1.7389,1780
1.7417,1951
1.7444,2222
1.7472,2515
1.7500,2812
1.7528,2970
1.7556,2927
1.7583,2672
1.7611,2337
1.7639,2067
1.7667,1895
1.7694,1822
1.7722,1804
1.7750,1819
1.7778,1813
1.7806,1785
1.7833,1744
1.7861,1703
1.7889,1675
1.7917,1653
1.7944,1635
1.7972,1640
1.8000,1657
1.8028,1655
1.8056,1639
1.8083,1619
1.8111,1607
1.8139,1604
1.8167,1628
1.8194,1638
1.8222,1623
1.8250,1613
1.8278,1591
1.8306,1593
1.8333,1615
1.8361,1632
1.8389,1650
1.8417,1663
1.8444,1669
1.8472,1664
1.8500,1647
1.8528,1640
1.8556,1637
1.8583,1655
1.8611,1671
1.8639,1676
1.8667,1645
1.8694,1624
1.8722,1617
1.8750,1633
1.8778,1664
1.8806,1677
1.8833,1671
1.8861,1684
1.8889,1671
1.8917,1656
1.8944,1655
1.8972,1668
1.9000,1660
1.9028,1659
1.9056,1663
1.9083,1660
1.9111,1680
1.9139,1685
1.9167,1707
1.9194,1719
1.9222,1721
1.9250,1741
1.9278,1745
1.9306,1748
1.9333,1733
1.9361,1731
1.9389,1745
1.9417,1794
1.9444,1783
1.9472,1777
1.9500,1744
1.9528,1700
1.9556,1687
1.9583,1683
1.9611,1697
1.9639,1721
1.9667,1727
1.9694,1711
1.9722,1686
1.9750,1675
1.9778,1661
1.9806,1671
1.9833,1671
1.9861,1671
1.9889,1649
1.9917,1629
1.9944,1624
1.9972,1625
2.0000,1640
2.0028,1671
2.0056,1672
2.0083,1670
2.0111,1658
2.0139,1657
2.0167,1667
2.0194,1703
2.0222,1715
2.0250,1713
2.0278,1709
2.0306,1683
2.0333,1663
2.0361,1667
2.0389,1681
2.0417,1687
2.0444,1688
2.0472,1686
2.0500,1666
2.0528,1662
2.0556,1676
2.0583,1701
2.0611,1710
2.0639,1707
2.0667,1685
2.0694,1660
2.0722,1652
2.0750,1666
2.0778,1680
2.0806,1691
2.0833,1700
2.0861,1698
2.0889,1699
2.0917,1697
2.0944,1702
2.0972,1697
2.1000,1710
2.1028,1701
2.1056,1692
2.1083,1669
2.1111,1652
2.1139,1658
2.1167,1661
2.1194,1676
2.1222,1690
2.1250,1708
2.1278,1703
2.1306,1675
2.1333,1665
2.1361,1665
2.1389,1671
2.1417,1662
2.1444,1658
2.1472,1669
2.1500,1693
2.1528,1704
2.1556,1702
2.1583,1706
2.1611,1705
2.1639,1735
2.1667,1750
2.1694,1767
2.1722,1762
2.1750,1771
2.1778,1780
2.1806,1801
2.1833,1810
2.1861,1813
2.1889,1797
2.1917,1776
2.1944,1771
2.1972,1768
2.2000,1768
2.2028,1747
2.2056,1723
2.2083,1688
2.2111,1665
2.2139,1646
2.2167,1624
2.2194,1608
2.2222,1619
2.2250,1626
2.2278,1626
2.2306,1631
2.2333,1635
2.2361,1637
2.2389,1637
2.2417,1647
2.2444,1646
2.2472,1639
2.2500,1633
2.2528,1627
2.2556,1635
2.2583,1635
2.2611,1643
2.2639,1634
2.2667,1626
2.2694,1621
2.2722,1615
2.2750,1630
2.2778,1636
2.2806,1634
2.2833,1617
2.2861,1581
2.2889,1530
2.2917,1497
2.2944,1495
2.2972,1529
2.3000,1591
2.3028,1669
2.3056,1789
2.3083,1946
2.3111,2166
2.3139,2449
2.3167,2730
2.3194,2919
2.3222,2902
2.3250,2685
2.3278,2364
2.3306,2067
2.3333,1889
2.3361,1802
2.3389,1784
2.3417,1776
2.3444,1772
2.3472,1764
2.3500,1742
2.3528,1712
2.3556,1667
2.3583,1627
2.3611,1599
2.3639,1589
2.3667,1593
2.3694,1585
2.3722,1578
2.3750,1565
2.3778,1565
2.3806,1585
2.3833,1613
2.3861,1651
2.3889,1667
2.3917,1657
2.3944,1645
2.3972,1623
2.4000,1617
2.4028,1629
2.4056,1639
2.4083,1657
2.4111,1663
2.4139,1656
2.4167,1642
2.4194,1622
2.4222,1616
2.4250,1616
2.4278,1634
2.4306,1622
2.4333,1609
2.4361,1606
2.4389,1610
2.4417,1631
2.4444,1647
2.4472,1674
2.4500,1698
2.4528,1682
2.4556,1670
2.4583,1644
2.4611,1630
2.4639,1628
2.4667,1651
2.4694,1688
2.4722,1720
2.4750,1738
2.4778,1725
2.4806,1715
2.4833,1707
2.4861,1725
2.4889,1718
2.4917,1701
2.4944,1694
2.4972,1690
2.5000,1705
2.5028,1728
2.5056,1744
2.5083,1754
2.5111,1690
2.5139,1707
2.5167,1694
2.5194,1676
2.5222,1669
2.5250,1676
2.5278,1668
2.5306,1666
2.5333,1671
2.5361,1671
2.5389,1676
2.5417,1680
2.5444,1685
2.5472,1678
2.5500,1665
2.5528,1653
2.5556,1637
2.5583,1634
2.5611,1637
2.5639,1655
2.5667,1665
2.5694,1679
2.5722,1682
2.5750,1668
2.5778,1651
2.5806,1637
2.5833,1636
2.5861,1646
2.5889,1649
2.5917,1657
2.5944,1665
2.5972,1671
2.6000,1673
2.6028,1654
2.6056,1649
2.6083,1645
2.6111,1653
2.6139,1678
2.6167,1676
2.6194,1673
2.6222,1675
2.6250,1671
2.6278,1685
2.6306,1677
2.6333,1672
2.6361,1671
2.6389,1681
2.6417,1693
2.6444,1697
2.6472,1678
2.6500,1669
2.6528,1665
2.6556,1649
2.6583,1637
2.6611,1631
2.6639,1627
2.6667,1639
2.6694,1651
2.6722,1675
2.6750,1685
2.6778,1661
2.6806,1664
2.6833,1663
2.6861,1644
2.6889,1637
2.6917,1628
2.6944,1637
2.6972,1649
2.7000,1644
2.7028,1639
2.7056,1651
2.7083,1664
2.7111,1671
2.7139,1695
2.7167,1686
2.7194,1695
2.7222,1688
2.7250,1703
2.7278,1710
2.7306,1710
2.7333,1721
2.7361,1741
2.7389,1738
2.7417,1695
2.7444,1660
2.7472,1666
2.7500,1703
2.7528,1732
2.7556,1759
2.7583,1775
2.7611,1767
2.7639,1782
2.7667,1795
2.7694,1783
2.7722,1772
2.7750,1741
2.7778,1698
2.7806,1679
2.7833,1688
2.7861,1684
2.7889,1672
2.7917,1652
2.7944,1633
2.7972,1595
2.8000,1580
2.8028,1576
2.8056,1568
2.8083,1570
2.8111,1583
2.8139,1595
2.8167,1593
2.8194,1581
2.8222,1568
2.8250,1577
2.8278,1592
2.8306,1618
2.8333,1621
2.8361,1616
2.8389,1612
2.8417,1609
2.8444,1628
2.8472,1629
2.8500,1619
2.8528,1613
2.8556,1603
2.8583,1576
2.8611,1545
2.8639,1538
2.8667,1555
2.8694,1583
2.8722,1621
2.8750,1696
2.8778,1800
2.8806,1970
2.8833,2256
2.8861,2544
2.8889,2770
2.8917,2818
2.8944,2636
2.8972,2351
2.9000,2084
2.9028,1905
2.9056,1809
2.9083,1777
2.9111,1783
2.9139,1792
2.9167,1804
2.9194,1790
2.9222,1748
2.9250,1698
2.9278,1639
2.9306,1617
2.9333,1605
2.9361,1610
2.9389,1638
2.9417,1642
2.9444,1624
2.9472,1599
2.9500,1574
2.9528,1588
2.9556,1591
2.9583,1604
2.9611,1619
2.9639,1618
2.9667,1605
2.9694,1579
2.9722,1594
2.9750,1624
2.9778,1660
2.9806,1676
2.9833,1676
2.9861,1659
2.9889,1617
2.9917,1588
2.9944,1594
2.9972,1607
3.0000,1644
3.0028,1664
3.0056,1679
3.0083,1658
3.0111,1634
3.0139,1614
3.0167,1630
3.0194,1656
3.0222,1685
3.0250,1705
3.0278,1711
3.0306,1702
3.0333,1695
3.0361,1703
3.0389,1726
3.0417,1731
3.0444,1742
3.0472,1725
3.0500,1706
3.0528,1701
3.0556,1700
3.0583,1699
3.0611,1700
3.0639,1685
3.0667,1688
3.0694,1688
3.0722,1704
3.0750,1732
3.0778,1749
3.0806,1791
3.0833,1772
3.0861,1757
3.0889,1740
3.0917,1735
3.0944,1715
3.0972,1716
3.1000,1739
3.1028,1753
3.1056,1746
3.1083,1735
3.1111,1721
3.1139,1718
3.1167,1718
3.1194,1716
3.1222,1733
3.1250,1736
3.1278,1722
3.1306,1706
3.1333,1707
3.1361,1687
3.1389,1683
3.1417,1683
3.1444,1688
3.1472,1693
3.1500,1695
3.1528,1705
3.1556,1710
3.1583,1715
3.1611,1716
3.1639,1726
3.1667,1720
3.1694,1732
3.1722,1745
3.1750,1736
3.1778,1729
3.1806,1724
3.1833,1725
3.1861,1723
3.1889,1715
3.1917,1721
3.1944,1730
3.1972,1736
3.2000,1746
3.2028,1745
3.2056,1743
3.2083,1728
3.2111,1718
3.2139,1713
3.2167,1717
3.2194,1719
3.2222,1719
3.2250,1715
3.2278,1713
3.2306,1705
3.2333,1686
3.2361,1668
3.2389,1663
3.2417,1680
3.2444,1692
3.2472,1688
3.2500,1683
3.2528,1695
3.2556,1706
3.2583,1726
3.2611,1746
3.2639,1755
3.2667,1762
3.2694,1742
3.2722,1725
3.2750,1725
3.2778,1712
3.2806,1713
3.2833,1706
3.2861,1692
3.2889,1683
3.2917,1690
3.2944,1725
3.2972,1763
3.3000,1773
3.3028,1777
3.3056,1765
3.3083,1748
3.3111,1743
3.3139,1765
3.3167,1772
3.3194,1789
3.3222,1800
3.3250,1786
3.3278,1777
3.3306,1798
3.3333,1816
3.3361,1833
3.3389,1824
3.3417,1797
3.3444,1769
3.3472,1744
3.3500,1719
3.3528,1692
3.3556,1688
3.3583,1687
3.3611,1688
3.3639,1688
3.3667,1669
3.3694,1652
3.3722,1638
3.3750,1641
3.3778,1653
3.3806,1653
3.3833,1661
3.3861,1640
3.3889,1627
3.3917,1645
3.3944,1640
3.3972,1634
3.4000,1631
3.4028,1643
3.4056,1639
3.4083,1625
3.4111,1617
3.4139,1624
3.4167,1639
3.4194,1644
3.4222,1654
3.4250,1651
3.4278,1651
3.4306,1632
3.4333,1598
3.4361,1564
3.4389,1540
3.4417,1528
3.4444,1544
3.4472,1586
3.4500,1667
3.4528,1805
3.4556,2040
3.4583,2331
3.4611,2636
3.4639,2895
3.4667,3003
3.4694,2863
3.4722,2556
3.4750,2220
3.4778,1966
3.4806,1842
3.4833,1806
3.4861,1809
3.4889,1816
3.4917,1799
3.4944,1766
3.4972,1713
3.5000,1659
3.5028,1622
3.5056,1605
3.5083,1601
3.5111,1621
3.5139,1649
3.5167,1642
3.5194,1636
3.5222,1620
3.5250,1607
3.5278,1592
3.5306,1599
3.5333,1624
3.5361,1635
3.5389,1635
3.5417,1605
3.5444,1571
3.5472,1568
3.5500,1583
3.5528,1619
3.5556,1643
3.5583,1651
3.5611,1642
3.5639,1635
3.5667,1625
3.5694,1620
3.5722,1630
3.5750,1642
3.5778,1636
3.5806,1630
3.5833,1637
3.5861,1648
3.5889,1668
3.5917,1685
3.5944,1704
3.5972,1697
3.6000,1697
3.6028,1681
3.6056,1674
3.6083,1671
3.6111,1669
3.6139,1681
3.6167,1682
3.6194,1683
3.6222,1675
3.6250,1675
3.6278,1661
3.6306,1677
3.6333,1678
3.6361,1700
3.6389,1718
3.6417,1735
3.6444,1741
3.6472,1740
3.6500,1731
3.6528,1734
3.6556,1703
3.6583,1704
3.6611,1723
3.6639,1728
3.6667,1715
3.6694,1693
3.6722,1673
3.6750,1688
3.6778,1707
3.6806,1715
3.6833,1713
3.6861,1698
3.6889,1689
3.6917,1690
3.6944,1690
3.6972,1680
3.7000,1652
3.7028,1620
3.7056,1591
3.7083,1582
3.7111,1601
3.7139,1644
3.7167,1687
3.7194,1710
3.7222,1723
3.7250,1737
3.7278,1726
3.7306,1705
3.7333,1699
3.7361,1694
3.7389,1690
3.7417,1682
3.7444,1699
3.7472,1698
3.7500,1704
3.7528,1714
3.7556,1720
3.7583,1724
3.7611,1710
3.7639,1708
3.7667,1690
3.7694,1680
3.7722,1681
3.7750,1694
3.7778,1708
3.7806,1714
3.7833,1676
3.7861,1636
3.7889,1594
3.7917,1599
3.7944,1618
3.7972,1646
3.8000,1669
3.8028,1693
3.8056,1709
3.8083,1695
3.8111,1699
3.8139,1695
3.8167,1680
