Tiempo(s),Valor_ADC
0.0028,1625
0.0056,1616
0.0083,1602
0.0111,1588
0.0139,1572
0.0167,1559
0.0194,1533
0.0222,1524
0.0250,1519
0.0278,1525
0.0306,1539
0.0333,1538
0.0361,1555
0.0389,1573
0.0417,1571
0.0444,1569
0.0472,1552
0.0500,1544
0.0528,1537
0.0556,1539
0.0583,1549
0.0611,1540
0.0639,1538
0.0667,1535
0.0694,1543
0.0722,1559
0.0750,1580
0.0778,1608
0.0806,1628
0.0833,1627
0.0861,1604
0.0889,1576
0.0917,1548
0.0944,1536
0.0972,1561
0.1000,1589
0.1028,1601
0.1056,1598
0.1083,1567
0.1111,1528
0.1139,1488
0.1167,1489
0.1194,1504
0.1222,1526
0.1250,1550
0.1278,1582
0.1306,1619
0.1333,1650
0.1361,1680
0.1389,1695
0.1417,1692
0.1444,1694
0.1472,1698
0.1500,1689
0.1528,1679
0.1556,1657
0.1583,1661
0.1611,1665
0.1639,1667
0.1667,1666
0.1694,1684
0.1722,1697
0.1750,1705
0.1778,1672
0.1806,1642
0.1833,1625
0.1861,1625
0.1889,1614
0.1917,1590
0.1944,1558
0.1972,1526
0.2000,1515
0.2028,1528
0.2056,1543
0.2083,1554
0.2111,1568
0.2139,1571
0.2167,1577
0.2194,1588
0.2222,1597
0.2250,1580
0.2278,1550
0.2306,1518
0.2333,1479
0.2361,1466
0.2389,1475
0.2417,1508
0.2444,1552
0.2472,1606
0.2500,1657
0.2528,1676
0.2556,1659
0.2583,1628
0.2611,1605
0.2639,1623
0.2667,1694
0.2694,1817
0.2722,1961
0.2750,2082
0.2778,2117
0.2806,2060
0.2833,1931
0.2861,1787
0.2889,1679
0.2917,1614
0.2944,1556
0.2972,1472
0.3000,1394
0.3028,1319
0.3056,1259
0.3083,1264
0.3111,1302
0.3139,1361
0.3167,1427
0.3194,1480
0.3222,1526
0.3250,1548
0.3278,1540
0.3306,1529
0.3333,1530
0.3361,1543
0.3389,1560
0.3417,1593
0.3444,1603
0.3472,1610
0.3500,1600
0.3528,1600
0.3556,1577
0.3583,1555
0.3611,1555
0.3639,1565
0.3667,1573
0.3694,1609
0.3722,1631
0.3750,1647
0.3778,1643
0.3806,1656
0.3833,1683
0.3861,1703
0.3889,1703
0.3917,1691
0.3944,1695
0.3972,1701
