Tiempo(s),Valor_ADC
0.0028,1733
0.0056,1723
0.0083,1734
0.0111,1749
0.0139,1755
0.0167,1744
0.0194,1727
0.0222,1706
0.0250,1689
0.0278,1690
0.0306,1704
0.0333,1719
0.0361,1715
0.0389,1705
0.0417,1688
0.0444,1675
0.0472,1673
0.0500,1678
0.0528,1683
0.0556,1686
0.0583,1681
0.0611,1671
0.0639,1664
0.0667,1673
0.0694,1682
0.0722,1695
0.0750,1695
0.0778,1673
0.0806,1660
0.0833,1657
0.0861,1646
0.0889,1661
0.0917,1671
0.0944,1672
0.0972,1670
0.1000,1663
0.1028,1660
0.1056,1669
0.1083,1680
0.1111,1691
0.1139,1679
0.1167,1668
0.1194,1660
0.1222,1651
0.1250,1646
0.1278,1711
0.1306,1721
0.1333,1735
0.1361,1745
0.1389,1741
0.1417,1749
0.1444,1752
0.1472,1751
0.1500,1760
0.1528,1766
0.1556,1766
0.1583,1769
0.1611,1747
0.1639,1741
0.1667,1739
0.1694,1752
0.1722,1764
0.1750,1755
0.1778,1746
0.1806,1721
0.1833,1701
0.1861,1688
0.1889,1682
0.1917,1675
0.1944,1667
0.1972,1645
0.2000,1636
0.2028,1615
0.2056,1607
0.2083,1605
0.2111,1601
0.2139,1593
0.2167,1586
0.2194,1569
0.2222,1567
0.2250,1557
0.2278,1558
0.2306,1554
0.2333,1548
0.2361,1558
0.2389,1537
0.2417,1519
0.2444,1510
0.2472,1505
0.2500,1516
0.2528,1525
0.2556,1548
0.2583,1545
0.2611,1544
0.2639,1547
0.2667,1543
0.2694,1550
0.2722,1545
0.2750,1557
0.2778,1551
0.2806,1545
0.2833,1554
0.2861,1561
0.2889,1560
0.2917,1572
0.2944,1575
0.2972,1583
0.3000,1590
0.3028,1598
0.3056,1591
0.3083,1593
0.3111,1594
0.3139,1591
0.3167,1591
0.3194,1611
0.3222,1606
0.3250,1595
0.3278,1600
0.3306,1600
0.3333,1605
0.3361,1613
0.3389,1611
0.3417,1616
0.3444,1613
0.3472,1618
0.3500,1626
0.3528,1628
0.3556,1639
