Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
24.0306,2891,1109513,1851334,206776,-459839,-612042,149702,0
24.6861,2866,979982,1859199,392793,-359077,-611657,39370,0
25.3194,2721,789654,1720006,605731,-130894,-528053,36931,0
25.9528,2745,1106739,1902693,248899,-387918,-639740,143717,0
26.6028,2930,969621,1859809,444185,-310736,-653690,107360,0
27.2278,2802,923554,1723494,341003,-286249,-498858,170762,0
27.8472,2926,1117716,1927670,315156,-391444,-617613,81849,0
28.4722,2938,1207103,1887863,102547,-603420,-610238,180061,0
29.1194,2734,899403,1654774,350906,-221008,-523555,156464,0
29.7222,2966,1198271,1915307,137135,-481029,-615597,168931,0
30.3528,2920,1094116,1940651,362621,-336030,-639264,46510,0
30.9944,2797,963537,1808420,372147,-304064,-582140,96093,0
31.6000,2871,924623,1751174,474994,-267684,-644864,73996,0
32.2167,2884,1220682,1850488,126524,-513924,-637476,166581,0
32.8361,2872,971460,1905402,433151,-311953,-656363,-48438,0
33.4333,2756,876661,1677416,340726,-233699,-491928,84170,0
34.0417,2924,1276800,1848315,184887,-461999,-706498,217929,0
34.6639,2854,1129772,1841661,241656,-393445,-640236,189890,0
35.3028,2721,854632,1647367,465896,-187625,-516666,57001,0
35.9278,2921,945623,1945117,502456,-248870,-680031,-37853,0
36.6194,2879,952915,1849471,479704,-246838,-657556,12226,0
37.3389,2760,884579,1695425,409498,-167211,-552831,48000,0
37.9861,2934,1204898,1837871,192114,-428062,-546734,211651,0
38.6750,3092,1309173,2144160,148764,-632289,-706870,220403,0
39.4250,2886,984632,1876492,507348,-222901,-673994,33540,0
40.0750,3045,1021774,2114980,528999,-317030,-738131,45148,0
40.7444,2960,1028720,1984586,485301,-282921,-771908,-104327,0
41.4000,2819,965008,1838892,398417,-361067,-593038,107666,0
42.0056,2946,1005468,1873314,424400,-322210,-667378,104539,0
42.5972,2992,1270184,2015599,139920,-623553,-647009,226821,0
43.1944,2958,1192299,2052025,241032,-534674,-647510,118308,0
43.7944,2829,855265,1838946,581895,-152301,-555888,97796,0
44.4028,3036,1178109,2026560,338110,-525782,-715457,168093,0
45.0306,2889,1171855,1931115,126019,-394270,-583798,216015,0
45.6778,2790,1125044,1701245,106573,-364374,-463662,211389,0
46.2944,3061,1072650,1993114,472910,-417924,-776185,89625,0
46.9417,2954,1139697,1995214,289294,-386069,-702804,80005,0
47.5861,2753,987079,1730008,245039,-371853,-518766,139032,0
48.1917,2930,1005731,1847892,380121,-355247,-629316,125285,0
48.7972,2980,1047282,2058345,478501,-408132,-730829,38062,0
49.4139,2964,1121826,2026539,297193,-442275,-692101,109038,0
50.0250,2791,923831,1784679,423378,-151044,-583359,87413,0
50.6306,2922,1006796,2000748,563661,-294895,-785403,40380,0
51.2639,2885,1068976,1920179,310049,-442557,-706208,133541,0
51.8944,2789,1105018,1696934,100778,-420271,-482800,226753,0
52.5111,2981,1182455,1932854,245962,-561950,-583636,222944,0
53.1444,2933,964287,1958159,509864,-338102,-677396,63434,0
53.8056,2773,1077916,1691659,177121,-373513,-520060,193038,0
54.4528,2932,1030263,1840000,319433,-353548,-646207,70488,0
55.1111,2915,1138625,1894972,248701,-474963,-649384,142745,0
55.7639,2825,878334,1851766,598783,-242722,-681128,-2271,0
56.3833,2885,969452,1801653,428929,-221166,-631607,131003,0
56.9889,2969,1127411,1959615,300184,-525974,-668457,95335,0
57.5944,2911,1160953,1904380,142218,-541751,-600104,197564,0
58.2028,2777,997743,1749172,252246,-298048,-491921,119841,0
58.8139,2991,1241057,1947807,173994,-493214,-759760,229554,0
59.4444,2914,1049591,1905930,328639,-363521,-711514,78355,0
60.1111,2760,897329,1660178,375655,-298685,-571391,156651,0
60.7583,2957,1131238,1867417,253738,-460584,-677943,173396,0
61.4222,2934,1067779,1879707,350567,-472585,-687510,132587,0
62.0861,2783,1131392,1637050,6732,-351956,-454728,183904,0
62.7083,2879,1159749,1701458,118492,-442940,-548295,232237,0
63.3333,2969,1956972,-396490,-1241058,595014,134184,-325090,0
63.9639,2923,998377,1959675,407845,-295774,-718879,-55847,0
