Tiempo(s),Valor_ADC
0.0028,1839
0.0056,1813
0.0083,1800
0.0111,1786
0.0139,1770
0.0167,1730
0.0194,1704
0.0222,1672
0.0250,1634
0.0278,1615
0.0306,1606
0.0333,1599
0.0361,1602
0.0389,1615
0.0417,1616
0.0444,1610
0.0472,1597
0.0500,1606
0.0528,1608
0.0556,1607
0.0583,1575
0.0611,1560
0.0639,1547
0.0667,1553
0.0694,1569
0.0722,1595
0.0750,1599
0.0778,1580
0.0806,1563
0.0833,1556
0.0861,1561
0.0889,1568
0.0917,1578
0.0944,1594
0.0972,1600
0.1000,1587
0.1028,1598
0.1056,1591
0.1083,1603
0.1111,1612
0.1139,1621
0.1167,1607
0.1194,1583
0.1222,1592
0.1250,1607
0.1278,1622
0.1306,1632
0.1333,1622
0.1361,1615
0.1389,1610
0.1417,1618
0.1444,1630
0.1472,1646
0.1500,1667
0.1528,1669
0.1556,1666
0.1583,1663
0.1611,1654
0.1639,1643
0.1667,1648
0.1694,1639
0.1722,1644
0.1750,1657
0.1778,1654
0.1806,1649
0.1833,1645
0.1861,1663
0.1889,1681
0.1917,1703
0.1944,1699
0.1972,1681
0.2000,1677
0.2028,1684
0.2056,1686
0.2083,1682
0.2111,1687
0.2139,1694
0.2167,1702
0.2194,1692
0.2222,1674
0.2250,1669
0.2278,1665
0.2306,1662
0.2333,1668
0.2361,1656
0.2389,1665
0.2417,1677
0.2444,1693
0.2472,1707
0.2500,1716
0.2528,1717
0.2556,1699
0.2583,1692
0.2611,1702
0.2639,1720
0.2667,1731
0.2694,1747
0.2722,1771
0.2750,1770
0.2778,1766
0.2806,1746
0.2833,1734
0.2861,1726
0.2889,1745
0.2917,1745
0.2944,1745
0.2972,1751
0.3000,1763
0.3028,1773
0.3056,1771
0.3083,1757
0.3111,1765
0.3139,1781
0.3167,1794
0.3194,1799
0.3222,1800
0.3250,1789
0.3278,1786
0.3306,1798
0.3333,1800
0.3361,1796
0.3389,1785
0.3417,1792
0.3444,1787
0.3472,1777
0.3500,1767
0.3528,1759
0.3556,1766
0.3583,1766
0.3611,1767
0.3639,1770
0.3667,1775
0.3694,1773
0.3722,1770
0.3750,1769
0.3778,1772
0.3806,1767
0.3833,1759
0.3861,1760
0.3889,1751
0.3917,1744
0.3944,1740
0.3972,1734
0.4000,1719
0.4028,1731
0.4056,1760
0.4083,1764
0.4111,1753
0.4139,1749
0.4167,1733
0.4194,1715
0.4222,1695
0.4250,1694
0.4278,1683
0.4306,1679
0.4333,1694
0.4361,1691
0.4389,1678
0.4417,1650
0.4444,1648
0.4472,1647
0.4500,1678
0.4528,1695
0.4556,1697
0.4583,1694
0.4611,1682
0.4639,1681
0.4667,1687
0.4694,1686
0.4722,1686
0.4750,1675
0.4778,1666
0.4806,1653
0.4833,1655
0.4861,1660
0.4889,1654
0.4917,1650
0.4944,1642
0.4972,1645
0.5000,1643
0.5028,1640
0.5056,1637
0.5083,1634
0.5111,1644
0.5139,1643
0.5167,1621
0.5194,1617
0.5222,1628
0.5250,1630
0.5278,1632
0.5306,1635
0.5333,1635
0.5361,1618
0.5389,1599
0.5417,1587
0.5444,1591
0.5472,1609
0.5500,1625
0.5528,1609
0.5556,1615
0.5583,1636
0.5611,1642
0.5639,1639
0.5667,1615
0.5694,1612
0.5722,1636
0.5750,1656
0.5778,1682
0.5806,1671
0.5833,1683
0.5861,1688
0.5889,1682
0.5917,1679
0.5944,1670
0.5972,1668
0.6000,1679
0.6028,1686
0.6056,1705
0.6083,1707
0.6111,1723
0.6139,1732
0.6167,1742
0.6194,1708
0.6222,1687
0.6250,1675
0.6278,1695
0.6306,1730
0.6333,1770
0.6361,1794
0.6389,1800
0.6417,1800
0.6444,1808
0.6472,1827
0.6500,1869
0.6528,1906
0.6556,1919
0.6583,1908
0.6611,1897
0.6639,1883
0.6667,1893
0.6694,1893
0.6722,1879
0.6750,1880
0.6778,1877
0.6806,1871
0.6833,1888
0.6861,1891
0.6889,1886
0.6917,1883
0.6944,1867
0.6972,1848
0.7000,1820
0.7028,1818
0.7056,1807
0.7083,1805
0.7111,1808
0.7139,1805
0.7167,1793
0.7194,1783
0.7222,1780
0.7250,1785
0.7278,1788
0.7306,1790
0.7333,1775
0.7361,1776
0.7389,1761
0.7417,1705
0.7444,1609
0.7472,1538
0.7500,1513
0.7528,1566
0.7556,1678
0.7583,1849
0.7611,2092
0.7639,2407
0.7667,2730
0.7694,3083
0.7722,3356
0.7750,3359
0.7778,3363
0.7806,3370
0.7833,3366
0.7861,3299
0.7889,2798
0.7917,2187
0.7944,1726
0.7972,1510
0.8000,1494
0.8028,1546
0.8056,1637
0.8083,1701
0.8111,1734
0.8139,1756
0.8167,1746
0.8194,1735
