Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.1389,1873,1388040,-1706433,-1364296,962984,180234,-269952,0
0.5750,3028,1586202,-1395569,-1434308,819548,215844,-108697,0
1.1889,2949,1576785,-1299581,-1461326,466131,146752,-188330,0
1.8139,1996,136021,-1499448,-1632739,851019,-180430,149560,0
2.4778,2960,1573150,-1213312,-1626666,561623,395490,51454,0
3.1472,2976,1430395,-1550505,-1269153,902764,162392,-194881,0
3.8167,2993,2092610,-1469564,-1354574,1187980,54147,61927,0
4.5056,2884,1468074,-1600363,-1345433,864946,214189,-157260,0
5.1972,2997,1845383,-1348985,-1479353,619588,417667,-55196,0
5.8833,2827,1541966,-1261214,-1656345,551309,313145,-17591,0
6.5472,2928,1517318,-1422052,-1377900,707625,102982,-91012,0
7.1417,2791,1545475,-1487836,-1234910,718282,5407,-130718,0
7.7083,2754,1665055,-1280999,-1387307,949958,218057,55295,0
8.2889,2896,1624830,-1472416,-1420771,1058164,215208,-77746,0
8.9333,2929,1622274,-1568085,-1320759,1015884,174044,-109366,0
9.6639,2795,1520127,-1362518,-1515392,830881,288077,-25264,0
10.4028,2814,1548524,-1654186,-1413868,587033,156099,-412479,0
11.1083,2897,1698431,-1101875,-1429364,489577,137446,-28308,0
11.7167,2846,1669560,-1148675,-1574771,371852,188027,-56894,0
12.3000,2641,1589863,-1330977,-1588840,625213,221478,-31127,0
12.9083,2816,1681992,-1204326,-1805537,556145,358590,-44184,0
13.5444,2912,1598663,-1412505,-1632024,778632,314817,-155804,0
14.2250,2810,1533181,-1456606,-1495546,775366,244717,-156513,0
14.9222,2869,1536438,-1466946,-1412624,891398,230680,-137281,0
15.6250,2856,1440232,-1530171,-1315327,851771,97368,-182363,0
16.2472,2817,1632422,-1346664,-1463609,596675,100302,-89297,0
16.8278,2786,1661876,-1303870,-1581403,584862,214814,-142657,0
17.4139,2823,1658313,-1424676,-1608625,741183,265924,-167114,0
18.0194,2908,1540498,-1716220,-1346755,1012746,158088,-281840,0
18.6667,2951,1702704,-1194180,-1779708,586799,408444,-29740,0
19.3556,2943,1611946,-1401982,-1542315,819192,278095,-28155,0
20.0556,2895,1612465,-1380514,-1380877,645975,87441,-101841,0
20.7083,2780,1586683,-1274407,-1397535,446230,85911,-118093,0
21.3056,2810,1732105,-1249742,-1532634,377618,265101,-158281,0
21.9278,2841,1822080,-1263176,-1706123,555762,324079,-45889,0
22.5861,2944,1556116,-1729545,-1349094,976769,153199,-231675,0
23.2944,2936,1678552,-1339914,-1545997,719228,345464,-63441,0
24.0278,2912,1633662,-1332574,-1555066,773727,335480,-45977,0
24.7444,2867,1603910,-1335696,-1391566,684453,107710,-39648,0
25.3722,2781,1642570,-1336764,-1415250,557104,84962,-116105,0
25.9556,2752,1645577,-1375481,-1478327,628625,129781,-78397,0
26.5417,2774,1686605,-1270694,-1677420,585501,323827,-60834,0
27.1667,2924,1658558,-1596481,-1448106,943151,197509,-231990,0
27.8444,2926,1661531,-1582063,-1387152,864989,228508,-166744,0
28.5639,2885,1545798,-1487484,-1297497,640170,121085,-215796,0
29.2278,2791,1538782,-1461207,-1304840,684022,19714,-113031,0
29.8806,2813,1668312,-1621092,-1333788,857973,107490,-180896,0
30.5417,2983,1837135,-1228262,-1734311,690046,374330,-16175,0
31.2222,2904,1581041,-1671527,-1324788,953237,182405,-183032,0
31.9333,2974,1656176,-1546544,-1413607,886757,189527,-172042,0
32.6389,3033,1841951,-1491616,-1316102,979440,199092,-113722,0
33.3083,2976,1578946,-1707192,-1161193,930509,98351,-254281,0
33.9639,2915,1577523,-1698212,-1257872,909881,62732,-196489,0
34.5667,2795,1701519,-1363842,-1385166,574753,55400,-173178,0
35.1361,2850,1765602,-1134594,-1696872,466015,264843,11079,0
35.7083,2921,1828785,-1305491,-1660796,846195,315281,-19442,0
36.3000,2902,1634701,-1633772,-1455409,925284,225304,-170170,0
36.9250,2980,1690705,-1623606,-1366097,879924,249475,-217731,0
37.6056,2856,1582121,-1531160,-1366950,852369,204983,-182373,0
38.2917,2914,1614174,-1519248,-1359683,923063,194095,-138276,0
38.9694,2871,1611713,-1427427,-1375233,727406,93664,-82813,0
39.5778,2815,1685983,-1293794,-1582079,465220,179793,-125006,0
40.1861,2833,1697768,-1280205,-1605929,812843,313349,-19464,0
40.7972,2955,1615466,-1652963,-1356952,978658,186864,-246048,0
41.4417,2867,1581084,-1481840,-1479420,847289,229749,-143746,0
