Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
23.4472,2115,289925,691179,128317,-338510,-568367,-270529,1
24.0917,2152,351443,609772,65194,-292003,-671388,-340281,1
24.7250,2111,368326,548894,147640,-285481,-510802,-308210,0
25.3389,2111,292004,517462,-3658,-506151,-598403,-204461,1
25.9667,2208,416769,630568,-63270,-545912,-658360,-370704,1
26.5833,2101,367337,557661,32199,-318415,-667009,-224332,1
27.1750,2143,354305,502999,49879,-410507,-726909,-265555,1
27.7500,2098,246283,487098,130242,-215440,-592326,-252110,1
28.2917,2063,370608,392845,84716,-260323,-461024,-132638,1
28.8194,2161,594560,-357196,-642041,-206903,-106828,-256941,1
29.3444,2148,521719,355090,-203633,-443947,-622916,-48162,1
29.8611,2189,693367,-700983,-776719,-11788,-42037,-42329,0
30.3806,2118,521747,-658194,-710776,-41533,20339,49962,0
30.9139,2329,677149,-747865,-1151158,-62794,117204,23974,0
31.5167,2128,530522,-610364,-887585,-305878,-71542,41474,1
32.1833,2073,401127,446578,212,-368702,-660694,-185696,1
32.8806,2089,390903,-592502,-615040,21701,37953,30513,0
33.5833,2078,269087,439482,-154087,-393625,-566604,-291896,1
34.2500,2159,457380,-574632,-812053,-83786,90451,-79149,0
34.8972,2111,330808,-624749,-629739,126675,129434,71178,0
35.5333,2028,396057,-33481,-554947,1467,-229763,-569335,1
36.1500,2020,399926,-420982,-560846,-252214,-109991,-148343,1
36.7528,2035,239370,458009,31473,-348554,-358688,-256909,1
37.3750,2044,456998,570040,-7893,-354711,-677134,-246607,1
38.0306,2116,351744,695557,123681,-188000,-676975,-286074,0
38.7222,2230,519880,605231,-3857,-420725,-645457,-401109,1
39.4583,2179,568714,642973,43958,-334076,-649335,-401617,0
40.2583,2166,406878,643419,37414,-423946,-597126,-318343,1
41.0333,2180,116897,-1214377,-29316,106243,30999,195035,0
41.6833,2175,491049,700272,71161,-291639,-719524,-314794,0
42.2694,2050,396631,-703930,-714440,-410909,90087,-81192,1
42.8500,2090,506494,-597646,-644848,-374618,69731,-20929,0
43.4389,2086,355352,451805,124841,-372393,-452660,-241508,1
44.0306,2101,321431,510318,74656,-310948,-399584,-178927,1
44.6250,2044,398863,446975,-48981,-261814,-480209,-304351,1
45.2556,2178,693872,-539473,-673726,-282776,-136099,-225565,1
45.9861,2104,616703,-620250,-710323,-260358,-62977,39645,0
46.9917,2180,346005,-1195667,-527363,143145,203862,29434,0
47.9778,2152,526515,-760796,-662175,-402552,26708,1672,1
48.8722,2273,613497,773972,177972,-466411,-656515,-340893,0
49.6361,2139,205690,-1250978,-149199,226130,72391,124043,0
50.3417,2208,523433,666910,65466,-471546,-651959,-334598,1
51.0667,2151,499669,581087,51978,-431392,-579657,-386372,1
51.7667,2165,442963,654781,222536,-353685,-655482,-367410,0
52.3806,2063,378230,475801,6400,-248344,-383335,-146108,0
52.9639,2135,-156488,-591130,-394837,58679,212143,-73771,0
53.5528,2205,841591,-524228,-777295,-251043,-133736,-179024,1
54.1722,2159,729791,-734013,-913408,-142366,85682,58733,0
54.8444,2339,891562,-716835,-986205,-133091,-86384,-108238,0
55.5806,2234,467221,762592,-30659,-227833,-513576,-319857,0
56.5556,2242,640565,637515,127771,-368655,-568655,-373163,0
57.4806,2240,626692,-855919,-771921,-77682,68783,-3635,0
58.2639,2235,446128,-1145967,-581399,193727,22636,42646,0
58.9694,2205,459006,561362,163179,-428246,-776487,-234568,1
59.6417,2164,491849,638710,27029,-322380,-706664,-306343,1
60.2806,2097,381463,720329,140043,-248502,-542712,-352826,0
60.9056,2080,381471,497231,32636,-365491,-576119,-285909,1
61.5444,2131,415706,482785,86729,-359375,-663654,-285723,1
62.1944,2111,320871,636213,163140,-263933,-505248,-333707,0
