Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
32.4667,2451,894677,-1608911,-1732376,-524591,-1023877,-673586,1
32.9111,2467,844695,-2155736,-1946695,-516673,-953102,-715182,1
33.3611,2388,471804,-3212574,-1844216,-64683,-818134,-555967,1
33.8361,2360,510152,-2878924,-1642576,-179885,-871968,-546396,1
34.2889,2463,751649,-1833908,-1666212,-408767,-989345,-548130,1
34.7306,2575,832950,-1796880,-1712041,-513594,-918735,-597040,1
34.9972,2517,798192,-2932523,-2154118,-201186,-697653,-687359,1
35.4500,2446,679227,-3082335,-1871586,-135718,-831892,-605032,1
36.0917,2416,857716,-2581688,-1985558,-269411,-793349,-640250,1
36.5528,2439,661494,1202497,829168,-306614,-940507,-758854,0
36.9972,2455,784676,1204441,958604,-425389,-1170148,-1053903,0
37.2889,2486,589630,-3503147,-2064398,-83216,-657493,-501266,1
37.9250,2471,662351,-3012416,-1905513,-105480,-813129,-722829,1
38.4167,2432,906520,1307884,825591,-519429,-1187934,-1129314,0
38.9056,2417,547686,1230396,1035647,-86407,-740070,-688694,0
39.3833,2385,786850,-2195641,-1563065,-451218,-970752,-553877,1
39.8333,2816,1005254,1343987,1111052,-763109,-1037107,-1300654,0
40.3028,2432,267103,-3111568,-2242029,206902,-358009,-173931,1
40.5917,2475,843359,-3161123,-2390750,-536093,-615536,-1032010,1
41.2444,2579,1092655,1322773,165746,-1119540,-1682516,-985309,1
41.7222,2912,696582,-3012697,-1817611,-743521,-808249,-882745,1
41.9889,2536,655701,-2783055,-1946684,-292029,-806326,-879174,1
42.6333,2617,703618,-2222562,-1911549,-306775,-844181,-801375,1
43.0750,2454,959617,-1824735,-1671979,-558378,-1065411,-859383,1
43.5250,2371,663356,-2456515,-1647322,-122391,-1064920,-435025,1
44.2694,2503,661837,-2996479,-2001271,146309,-896248,-494774,1
45.3806,2440,691265,1324821,698495,-683474,-1204609,-1016452,0
45.6472,2423,404146,-3569173,-1862005,130702,-836831,-430824,1
46.1056,2301,721106,-2873133,-1730860,-187518,-908858,-565295,1
46.7556,2482,526376,1234865,1047043,-36148,-840487,-762599,0
47.2000,2564,894742,1569254,916073,-573498,-1422988,-1279237,0
47.4917,2588,1004078,-2867985,-2294845,-256501,-760341,-743989,1
48.1472,2401,721059,-2834994,-1535370,-263889,-964187,-465243,1
48.6194,2403,681175,1325989,926959,-367978,-949452,-804858,0
49.0806,2439,733892,-2812212,-1737255,-273569,-983669,-583742,1
49.3667,2451,841672,-2963389,-2032513,-201653,-747301,-721257,1
50.0222,2478,846507,1323122,1029690,-156603,-1019125,-955666,0
50.3167,2507,707014,-3139276,-1850112,-181118,-723285,-504697,1
50.7861,2594,914767,-3420226,-2358879,-87392,-732354,-619591,1
51.2611,2476,1044047,-2945523,-2419045,-249697,-689855,-726592,1
51.9167,2601,1085659,1634938,549955,-1066522,-1533882,-1128609,1
52.3861,2531,757097,1388903,850897,-362629,-893611,-681319,0
52.8472,2526,718806,1460965,959616,-356166,-971514,-865576,0
53.1194,2507,782546,-3163470,-2042292,-151121,-809796,-644775,1
53.5778,2433,1007558,-2615634,-1939152,-256804,-876842,-683674,1
54.2167,2453,758204,-2422139,-1628495,-250944,-1042590,-473980,1
54.4833,2520,540370,-3656178,-1953052,84816,-802591,-396087,1
54.9444,2536,944158,-2924510,-2226578,-151611,-797436,-725731,1
55.4083,2433,994230,1535735,625630,-1011180,-1541503,-1162154,1
56.0611,2443,843710,1378322,690477,-624245,-1018331,-808126,0
56.3389,2436,850199,-2765014,-1966625,-227150,-926519,-643316,1
56.8028,2517,1035282,-2816843,-2243533,-256697,-722494,-761340,1
57.4583,2389,806841,-2427086,-1569973,-328333,-986188,-557330,1
57.9194,2390,806045,-2372795,-1575700,-361638,-973218,-558636,1
58.2083,2472,992704,-2830680,-2031415,-273184,-798839,-684914,1
58.6833,2519,988389,-2982628,-2266492,-318204,-684392,-715804,1
59.1556,2459,1021618,-2572175,-1953253,-344390,-843138,-749261,1
59.8139,2390,794726,1410860,858219,-444596,-942708,-831286,0
60.2833,2372,901569,1390487,855492,-528741,-1058998,-975581,0
60.5750,2536,874077,-3117345,-2015976,-206458,-775380,-719778,1
61.0528,2502,913135,-2944692,-1888853,-163771,-772603,-664483,1
61.7139,2391,855096,1396757,859238,-419465,-967027,-878865,0
62.1944,2325,966642,1427445,898880,-616683,-1244290,-1101135,0
62.4917,2466,1000796,-2942297,-2029633,-230153,-714969,-749272,1
63.1639,2374,934418,1396974,948832,-287752,-1041334,-954548,0
63.6528,2416,558199,-2989853,-1580824,-216536,-866440,-501883,1
63.9583,2179,905583,1187313,997970,-280784,-809036,-923986,0
64.6306,2516,277365,-2985940,-1651388,-209634,-429470,-538576,1
65.1250,2587,324550,-2633808,-1379335,-534798,-669890,-798020,1
65.6028,2390,996815,1603989,701328,-728371,-1373177,-1200369,0
65.9056,2469,376974,-3093308,-1356058,-356346,-696539,-503622,1
66.5639,2268,847610,1510158,825636,-539983,-1107301,-1022139,0
66.8556,2457,673002,-3067850,-1542894,-131534,-931245,-534494,1
67.3306,2592,912924,-3209906,-1900834,-64770,-852305,-628396,1
67.8028,2321,864190,-2373661,-1337110,-385481,-967773,-575577,1
68.2667,2438,797924,-2637123,-1669314,-239396,-1021594,-551636,1
68.7333,2588,644933,-3537093,-1742050,-27763,-769164,-540168,1
69.2056,2593,1010039,-3240536,-2187375,-144291,-779539,-701566,1
69.6861,2620,1077304,-3094422,-2427279,-190911,-632461,-757141,1
70.1667,2520,1115224,1574974,577163,-977483,-1396891,-1082051,0
70.6500,2432,995551,1471203,670263,-937777,-1395505,-1092129,0
71.3167,2308,750053,1276295,918864,-294634,-870445,-751795,0
71.6000,2429,955844,1536789,1048783,-437668,-1406805,-1143657,0
72.0722,2588,682895,-3716551,-1879783,28508,-849656,-528428,1
72.5389,2596,1092275,-2842922,-2206033,-108978,-827892,-742860,1
73.0111,2560,1120806,1585128,583779,-1084278,-1553285,-1163247,1
73.6722,2325,747538,1404384,865458,-383498,-836444,-659541,0
73.9556,2454,1072649,1559474,591491,-1048072,-1489336,-1171997,1
74.4306,2467,1017011,-2818885,-1993726,-265529,-800257,-721410,1
74.9139,2377,1036259,1561481,832879,-589880,-1282809,-1042815,0
75.5750,2391,803284,1439573,741007,-808189,-1180100,-999703,0
75.8722,2619,646224,-3528102,-1769976,-3793,-777914,-610644,1
76.3583,2510,912706,-2777310,-2013109,-351333,-753728,-694172,1
76.8583,2576,738982,-3187433,-1959437,-197569,-755060,-726598,1
77.3639,2416,732723,-2730913,-1896342,-259512,-729319,-756416,1
78.0583,2380,912492,1355452,770027,-533255,-1043165,-798408,0
78.5528,2323,884873,1354010,884458,-400931,-897747,-802175,0
79.0500,2379,951882,1343472,921720,-285908,-1064893,-932218,0
79.3611,2591,823522,-3457542,-2014166,-171546,-656665,-675098,1
79.8611,2607,796563,-3534825,-1904449,-74849,-723013,-626358,1
80.3667,2540,1028799,-2690570,-2083831,-413905,-676020,-840101,1
81.0639,2290,1026859,1319255,704354,-533198,-1038314,-791092,0
81.5611,2247,742600,1394009,923656,-232151,-676341,-570013,0
81.8722,2492,860806,-2997305,-1837937,-279598,-845445,-574858,1
82.3667,2454,1157908,-2472400,-1773504,-406454,-760534,-683739,1
83.0500,2317,881790,-2444385,-1510122,-464715,-865160,-559988,1
83.3694,2488,1100271,-2969525,-2174155,-256773,-659688,-650121,1
83.8889,2551,1162232,-2564269,-1990709,-315659,-697040,-749025,1
84.4167,2473,861283,-2678147,-1563886,-282391,-858554,-617045,1
85.1222,2339,890393,1412057,841045,-320444,-869592,-637610,0
85.4500,2346,895551,-2527973,-1491279,-432535,-841625,-684777,1
85.9694,2430,730352,-2858827,-1591226,-278992,-749618,-625788,1
86.4889,2470,1053047,-2644289,-1962835,-381043,-590969,-803200,1
87.0028,2466,800570,-2765030,-1767486,-259776,-781225,-699238,1
87.5167,2455,905590,-2546544,-1821055,-356526,-700684,-704343,1
88.0306,2428,1061162,1431610,831586,-553049,-1232518,-983592,0
88.5333,2263,806906,1315427,1055483,-84801,-788835,-873052,0
89.0417,2447,993145,-2821572,-1896240,-323650,-657496,-675265,1
89.5472,2504,714411,-2993890,-1489735,-309079,-839709,-644009,1
90.0528,2380,959317,1502497,645666,-834752,-1180122,-950500,0
90.5694,2653,853840,-3276176,-1860541,-173076,-693128,-666334,1
91.0889,2410,518100,-2852235,-1325016,-279198,-790960,-579228,1
91.7917,2277,911318,1335672,823130,-425730,-943422,-855989,0
92.3306,2269,786713,-2347045,-1288951,-457161,-822727,-520070,1
92.8417,2303,832767,-2210897,-1377890,-381333,-828296,-383601,1
93.1917,2463,891487,-2876171,-1882631,-334590,-566444,-672248,1
93.7417,2456,1027321,-2548650,-1743528,-402825,-612770,-738142,1
94.2944,2233,958786,1386497,818553,-503894,-1005324,-871044,0
94.8472,2416,934303,-2894056,-2041452,-334576,-572823,-641813,1
95.4056,2442,616030,-2990825,-1536509,-223447,-769077,-633446,1
95.9611,2428,1070481,1441019,931133,-486706,-1199686,-1073765,0
96.4972,2304,955261,1410411,917682,-263679,-818633,-738045,0
97.2194,2301,987861,1392340,981927,-273013,-880614,-826787,0
97.5667,2465,818767,-2963684,-1684134,-241855,-721866,-675613,1
98.0917,2436,789266,-2797878,-1452998,-243395,-782025,-581255,1
98.7917,2322,1002391,1391953,867214,-469754,-1027133,-851791,0
99.1250,2540,1093413,-2859325,-1834641,-269861,-664336,-673359,1
99.6444,2470,960591,-2972126,-1565336,-261619,-776277,-640496,1
100.3583,2240,1016431,1361490,896157,-306543,-913185,-727562,0
100.7028,2347,1044107,-2298645,-1686448,-496508,-709778,-701495,1
101.2556,2494,1115390,-2652334,-1769559,-326391,-639237,-737315,1
102.0000,2301,933018,-2154486,-1342120,-445479,-851623,-531397,1
102.5667,2308,907137,-2083824,-1453417,-484094,-650557,-605614,1
102.9500,2504,835776,-2977759,-1476433,-323396,-743062,-530834,1
103.7278,2290,732122,-2441570,-1282291,-396994,-700406,-458141,1
104.1083,2296,1152921,1482211,904469,-409947,-1188627,-1056631,0
104.6833,2391,672874,-2842972,-1513229,-215895,-631817,-414428,1
105.2556,2479,876997,-2625178,-1666218,-357389,-698759,-698912,1
105.8250,2436,1278056,1375191,548291,-924744,-1317911,-1040246,0
106.3778,2394,1013370,1536351,1012264,-86886,-840925,-868771,0
106.9222,2538,654800,-3052172,-1599103,-266089,-796032,-620800,1
107.4583,2656,740144,-3300521,-1743429,-100209,-785569,-731311,1
107.9861,2643,1209227,-2942458,-2263069,-346592,-620652,-779000,1
108.5028,2576,830179,-2982932,-1808033,-41483,-713485,-579256,1
109.0028,2318,776485,1385879,1073286,-88294,-736772,-781153,0
109.4972,2473,1028960,-2719813,-1935591,-273436,-750313,-658867,1
109.9889,2722,833012,-3674188,-1697272,80925,-845393,-507479,1
