Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
53.7139,2246,724462,-890008,-322976,309010,72333,-36294,1
54.4833,2151,737207,-548625,-422574,177137,136120,65160,1
55.1944,2125,637451,-519978,-298691,236206,108638,1608,1
55.9028,2237,822641,-815338,-378769,261393,106044,37983,1
56.6111,2194,634910,-945243,-165161,334573,25051,-91117,1
57.3083,2157,628227,-680073,-236824,341270,93988,-47007,1
57.9639,2091,571407,-548988,-278564,261268,99721,1747,1
58.6472,2265,728851,-978914,-189536,310331,-15212,-127978,1
59.3861,2227,829488,-779789,-432010,233593,101436,13816,1
60.1944,2139,669300,-540363,-347911,217627,122490,39025,1
60.9583,2156,680759,-509644,-368151,182939,116145,22623,1
61.7417,2254,726525,-985515,-187847,344665,9199,-63889,1
62.5611,2199,682617,-903583,-210526,320646,12476,-56537,1
63.3556,2112,633639,-478174,-339651,170558,103268,60114,1
64.0833,2169,664983,-666871,-295497,242554,80205,-37325,1
64.8361,2243,804835,-830569,-386618,288133,98729,12093,1
65.6056,2204,662667,-908375,-208920,323650,45742,-101583,1
66.3361,2102,634927,-536911,-298479,211297,120311,-10504,1
67.0111,2106,632954,-634323,-185202,318941,53986,-56604,1
67.7083,2299,785087,-986928,-148207,342864,33080,-72684,1
68.4389,2193,777949,-812427,-382324,342173,80420,54213,1
